,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
83,201517126,11/02/2020 12:00:00 AM,10/30/2020 12:00:00 AM,1230,15,N Hollywood,1557,1,310,BURGLARY,0344 1601 1607,47,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,4900    VINELAND                     AV,,34.159,-118.3703
84,201809081,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,1630,18,Southeast,1842,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446 0603 0360,60,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,100 W  IMPERIAL                     HY,,33.9347,-118.2761
85,201321853,12/29/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1800,13,Newton,1354,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4200    WOODLAWN                     AV,,34.0066,-118.2728
86,201805731,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1330,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416 0913,31,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,10100 S  BROADWAY,,33.9447,-118.2784
87,202018701,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,150,20,Olympic,2069,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1206,52,M,O,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,2300 W  PICO                         BL,,34.0499,-118.2879
88,202017008,11/10/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1700,20,Olympic,2029,1,310,BURGLARY,1402 1822 0344 0358 0329,0,X,X,724.0,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,,,IC,Invest Cont,310.0,998.0,,,2900    WILSHIRE                     BL,,34.0652,-118.2878
89,201508263,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1630,15,N Hollywood,1515,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0444,46,F,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6900    SIMPSON                      AV,,34.1958,-118.3889
90,201311118,05/20/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1830,13,Newton,1393,1,330,BURGLARY FROM VEHICLE,0344 0329,29,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330.0,,,,100 W  71ST                         ST,,33.9756,-118.2739
91,201816741,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1740,18,Southeast,1824,1,648,ARSON,1822 0329 0342 0330,0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,648.0,,,,102ND                        ST,MCKINLEY,33.944,-118.2609
92,201604649,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1700,16,Foothill,1687,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,50,M,W,101.0,STREET,,,IC,Invest Cont,440.0,,,,OLINDA,GOLDEN STATE,34.2178,-118.373
93,202112082,07/28/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1400,21,Topanga,2183,2,901,VIOLATION OF RESTRAINING ORDER,2038,29,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901.0,,,,23100    AVENUE SAN LUIS,,34.1615,-118.6311
94,201806232,02/09/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1800,18,Southeast,1824,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,700 E  97TH                         ST,,33.9484,-118.263
95,201711611,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,2130,17,Devonshire,1752,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0400 1501 1821 0447 1609,46,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,,,,20800    LASSEN                       ST,,34.2536,-118.5913
96,201411760,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,2100,14,Pacific,1453,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0321 0344 1300,50,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,4000    TIVOLI                       AV,,33.9925,-118.4402
97,202116043,11/17/2020 12:00:00 AM,10/31/2020 12:00:00 AM,1300,21,Topanga,2156,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
98,201811570,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1610,18,Southeast,1801,2,624,BATTERY - SIMPLE ASSAULT,0913 0602 0562 0416 2004,53,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,MANCHESTER                   AV,MAIN                         ST,33.9555,-118.2871
99,201913374,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1100,19,Mission,1984,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,24,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,8600    CEDROS                       AV,,34.2265,-118.4565
100,201317392,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,2100,13,Newton,1341,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,40,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,MARTIN LUTHER KING JR        BL,MAIN                         ST,34.0112,-118.274
101,201509791,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1530,15,N Hollywood,1525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420.0,,,,11800    VICTORY                      BL,,34.1867,-118.3899
102,202011800,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1800,20,Olympic,2021,1,330,BURGLARY FROM VEHICLE,1822 1609 1307 0358 0344 0352 1221,59,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,4600 W  3RD                          ST,,34.069,-118.3154
103,202114356,09/30/2020 12:00:00 AM,09/29/2020 12:00:00 AM,1730,21,Topanga,2157,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,6500    INDEPENDENCE                 AV,,34.1889,-118.5905
104,201518230,12/02/2020 12:00:00 AM,11/17/2020 12:00:00 AM,900,15,N Hollywood,1557,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,10800    MAGNOLIA                     BL,,34.1649,-118.3665
105,202018006,12/04/2020 12:00:00 AM,12/03/2020 12:00:00 AM,1800,20,Olympic,2026,1,350,"THEFT, PERSON",0344 0346 0400,23,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,3RD                          ST,CATALINA,34.0691,-118.2954
106,201313980,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,150,13,Newton,1375,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1300 1309,24,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,56TH,CENTRAL,33.9921,-118.2559
107,230110144,04/04/2023 12:00:00 AM,07/03/2020 12:00:00 AM,900,1,Central,182,2,354,THEFT OF IDENTITY,0930 0929,25,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1100 S  GRAND                        AV,,34.0415,-118.262
108,201315254,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1830,13,Newton,1343,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0408 0446 0419,19,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,4000 S  CENTRAL                      AV,,34.0114,-118.2624
109,201812631,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,331,18,Southeast,1846,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 0216 1100 0342 0302 0450 0858,19,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,230.0,,,,11200    PARMELEE                     AV,,33.9326,-118.2502
110,201420929,11/29/2020 12:00:00 AM,11/28/2020 12:00:00 AM,2100,14,Pacific,1473,1,330,BURGLARY FROM VEHICLE,1300 1609 0344,32,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,8200    ZITOLA                       TR,,33.9589,-118.4418
111,201501007,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,2045,15,N Hollywood,1502,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0446 0429 1402 0416 0408 1822,35,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,998.0,,,12600    SOLVANG                      ST,,34.2105,-118.4087
112,201513596,08/07/2020 12:00:00 AM,08/06/2020 12:00:00 AM,2000,15,N Hollywood,1543,2,903,CONTEMPT OF COURT,2038,80,F,W,101.0,STREET,,,IC,Invest Cont,903.0,,,,5300    WILKINSON                    AV,,34.1667,-118.4042
113,201418530,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,442,14,Pacific,1474,1,310,BURGLARY,0344 1607,24,M,W,707.0,GARAGE/CARPORT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,522.0,,,7900    ALTAVAN                      AV,,33.9663,-118.4212
114,201713253,09/15/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1305,17,Devonshire,1776,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,16700    LABRADOR                     ST,,34.2493,-118.4965
115,201908696,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,700,19,Mission,1902,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,14500    WILLOWGREEN                  LN,,34.3206,-118.4506
116,201716043,12/06/2020 12:00:00 AM,12/05/2020 12:00:00 AM,600,17,Devonshire,1712,1,330,BURGLARY FROM VEHICLE,0344 1300 0321 0386,44,M,O,101.0,STREET,,,AO,Adult Other,330.0,,,,11600    PORTER VALLEY                DR,,34.2812,-118.5516
117,202116223,11/13/2020 12:00:00 AM,05/31/2020 12:00:00 AM,255,21,Topanga,2157,1,330,BURGLARY FROM VEHICLE,0344 2032,42,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,6700    DE SOTO                      AV,,34.1915,-118.5884
118,201818296,10/05/2020 12:00:00 AM,10/04/2020 12:00:00 AM,2200,18,Southeast,1839,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2300 E  108TH                        ST,,33.9371,-118.2307
119,202100938,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,500,21,Topanga,2138,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1419 1407 1402 2000 0400 1813,40,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,998.0,,,20400    SHERMAN                      WY,,34.2011,-118.5794
120,201400766,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,226,14,Pacific,1479,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,48,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,740.0,,,,8500    OSAGE                        AV,,33.9604,-118.3788
121,201421233,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1750,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0444,23,F,B,212.0,TRANSPORTATION FACILITY (AIRPORT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,500    WORLD WAY,,33.9427,-118.4052
122,201904941,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1535,19,Mission,1988,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0416 0401,23,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,WENTWORTH,CANTERBURY,34.2284,-118.4232
123,202115878,11/10/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1300,21,Topanga,2158,2,624,BATTERY - SIMPLE ASSAULT,0416,25,M,H,717.0,HEALTH SPA/GYM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,DE SOTO,VICTORY,34.1884,-118.5884
124,201408953,03/28/2020 12:00:00 AM,03/23/2020 12:00:00 AM,230,14,Pacific,1469,1,330,BURGLARY FROM VEHICLE,0344 1300,28,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,6900    KITTYHAWK                    AV,,33.9754,-118.3722
125,202010333,05/27/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1,20,Olympic,2036,2,354,THEFT OF IDENTITY,0100 1822 0930 0922,27,F,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,600 S  BERENDO                      ST,,34.0608,-118.2941
126,202010419,06/01/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1500,20,Olympic,2015,1,330,BURGLARY FROM VEHICLE,1402 0344 1607 1822 2032,53,M,H,101.0,STREET,,,IC,Invest Cont,330.0,998.0,,,W  1ST,VERMONT                      AV,34.0728,-118.2917
127,201311628,05/31/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1100,13,Newton,1364,1,310,BURGLARY,0344,65,M,B,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,310.0,,,,4400    HOOPER                       AV,,33.9994,-118.2543
128,201411615,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2136,14,Pacific,1432,1,330,BURGLARY FROM VEHICLE,1300 0344,41,F,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,600    MILWOOD                      AV,,33.9909,-118.4646
129,202017562,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,530,20,Olympic,2024,1,220,ATTEMPTED ROBBERY,1822 0344 0401 2004 0334 1402,52,M,O,717.0,HEALTH SPA/GYM,308.0,STICK,AA,Adult Arrest,220.0,998.0,,,3600 W  6TH                          ST,,34.0636,-118.3016
130,201316012,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,615,13,Newton,1309,1,310,BURGLARY,1607 0344 0358,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,2300 E  WASHINGTON                   BL,,34.019,-118.2315
131,201708526,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1340,17,Devonshire,1785,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1501 0329,46,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,18700    NORDHOFF                     ST,,34.2355,-118.5404
132,201821470,12/01/2020 12:00:00 AM,11/29/2020 12:00:00 AM,2030,18,Southeast,1804,1,220,ATTEMPTED ROBBERY,0913 1810 0212 0355 0416 0429 0448 0419 0401,70,F,B,146.0,PATIO*,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,800 E  87TH                         ST,,33.9593,-118.2608
133,202007827,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1820,20,Olympic,2013,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1822 0432 0334 0371 0305 0319,0,X,X,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,760.0,,,,100 S  OXFORD                       AV,,34.0737,-118.3079
134,201713116,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,130,17,Devonshire,1794,1,310,BURGLARY,0375 0344 1609 0315,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,8500    RESEDA                       BL,,34.2246,-118.5361
135,202005893,02/09/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2000,20,Olympic,2069,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1221 2032 1822,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,1200 S  WESTMORELAND                 AV,,34.049,-118.2891
136,201500883,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,430,15,N Hollywood,1535,2,946,OTHER MISCELLANEOUS CRIME,,0,M,O,101.0,STREET,,,IC,Invest Cont,946.0,,,,LANKERSHIM,BURBANK,34.1722,-118.3793
137,201711615,07/27/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1200,17,Devonshire,1756,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,43,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,10000    LOUISE                       AV,,34.2523,-118.5111
138,201707807,03/29/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1255,17,Devonshire,1716,1,310,BURGLARY,0344 1606 1275,0,X,X,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,12000    BRADFORD                     PL,,34.2891,-118.5037
139,201311277,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1346,13,Newton,1362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0906 1822 0852,22,M,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,4900 S  SAN PEDRO                    ST,,33.9985,-118.2696
140,201907628,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1530,19,Mission,1974,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,66,M,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,14500    NORDHOFF                     ST,,34.2354,-118.4481
141,202011768,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1030,20,Olympic,2033,2,624,BATTERY - SIMPLE ASSAULT,0416 0447 1822 0319,28,M,H,402.0,MARKET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,600 S  WESTERN                      AV,,34.0568,-118.3091
142,201416833,09/07/2020 12:00:00 AM,09/07/2020 12:00:00 AM,2200,14,Pacific,1487,1,761,BRANDISH WEAPON,1822 0421 0334,50,M,H,210.0,RESTAURANT/FAST FOOD,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,761.0,930.0,,,8600    LA TIJERA                    BL,,33.9596,-118.3917
143,201908081,03/26/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1200,19,Mission,1966,2,901,VIOLATION OF RESTRAINING ORDER,,25,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901.0,,,,9100    WAKEFIELD                    AV,,34.2354,-118.4481
144,201815237,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,840,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,CENTURY                      ST,FIGUEROA                     ST,33.9455,-118.2826
145,201917175,11/21/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2200,19,Mission,1913,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12900    SAN FERNANDO                 RD,,34.3049,-118.4658
146,202005694,02/05/2020 12:00:00 AM,02/03/2020 12:00:00 AM,900,20,Olympic,2079,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1243 0444 0416 0429,29,F,B,119.0,"PORCH, RESIDENTIAL",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1300 S  VERMONT                      AV,,34.0468,-118.2916
147,201811840,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1540,18,Southeast,1839,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0416 0444 0446 1814,25,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,10800    WEIGAND                      AV,,33.937,-118.2302
148,201913906,08/29/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1600,19,Mission,1907,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13200 W  LEACH                        ST,,34.3102,-118.4213
149,202117181,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,230,21,Topanga,2107,2,946,OTHER MISCELLANEOUS CRIME,1309 1218 1202,63,M,W,101.0,STREET,,,AO,Adult Other,946.0,,,,DE SOTO,ROSCOE,34.2199,-118.5885
150,201418155,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,30,14,Pacific,1407,2,888,TRESPASSING,1501,50,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,888.0,,,,10000    NATIONAL                     BL,,34.0291,-118.4036
151,201806085,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1525,18,Southeast,1822,2,666,"BUNCO, ATTEMPT",0701 0344 1822,25,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,666.0,,,,100 E  94TH                         ST,,33.9511,-118.2739
152,201614562,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2200,16,Foothill,1602,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0913 0554 0334 0302 0416,23,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,230.0,,,,12600    MONTFORD                     ST,,34.2832,-118.4102
153,201505552,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1030,15,N Hollywood,1595,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,43,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,930.0,,,,3900    CARPENTER                    AV,,34.1406,-118.3914
154,202112208,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2030,21,Topanga,2103,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0554 0431 0913,42,M,O,501.0,SINGLE FAMILY DWELLING,512.0,MACE/PEPPER SPRAY,AA,Adult Arrest,230.0,,,,8500    FARRALONE                    AV,,34.2248,-118.6111
155,202007485,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,2320,20,Olympic,2073,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0329 0369 0416 0446 1243 1813 2000,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,2800 W  15TH                         ST,,34.0454,-118.308
156,201316890,09/13/2020 12:00:00 AM,09/12/2020 12:00:00 AM,545,13,Newton,1322,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 E  ADAMS                        BL,,34.0223,-118.2629
157,202004688,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2000,20,Olympic,2053,1,330,BURGLARY FROM VEHICLE,1307 1609 0358 0344,31,M,O,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,900 S  OXFORD                       AV,,34.0532,-118.3074
158,202011537,06/29/2020 12:00:00 AM,06/28/2020 12:00:00 AM,2000,20,Olympic,2044,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,900 S  NORMANDIE                    AV,,34.0561,-118.302
159,201804032,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1250,18,Southeast,1823,1,210,ROBBERY,1822 0344 0400 0342,50,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,CENTURY,AVALON                       BL,33.9456,-118.2652
160,202110119,06/03/2020 12:00:00 AM,06/03/2020 12:00:00 AM,800,21,Topanga,2177,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,39,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,20700    CLARK                        ST,,34.169,-118.5826
161,201905114,01/23/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1200,19,Mission,1956,2,354,THEFT OF IDENTITY,0923 0930 1822,45,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14900    SEPTO                        ST,,34.2509,-118.4565
162,201913385,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1900,19,Mission,1904,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,14000    LAKESIDE                     ST,,34.3183,-118.4399
163,201516001,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,2045,15,N Hollywood,1535,2,903,CONTEMPT OF COURT,2038 1813,59,M,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,903.0,,,,5800    TROOST                       AV,,34.1758,-118.3866
164,202012309,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1730,20,Olympic,2019,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1310 1309 0432 1243,25,F,B,301.0,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,,,,3600    BEVERLY                      BL,,34.0753,-118.287
165,201820205,11/08/2020 12:00:00 AM,11/08/2020 12:00:00 AM,10,18,Southeast,1871,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,14200 S  VERMONT                      AV,,33.9026,-118.2916
